ubigeo,geografia,regi,regi_nom,prov,prov_nom,dist,dist_nom,p_2018,p_2019,p_2020,p_2021,p_2022
120304,San Luis de Shuaro,12,Junín,03,Chanchamayo,04,San Luis de Shuaro,4322,4151,3976,3779,3580
120305,San Ramón,12,Junín,03,Chanchamayo,05,San Ramón,28880,29194,29425,29643,29821
120306,Vitoc,12,Junín,03,Chanchamayo,06,Vitoc,1832,1774,1715,1659,1605
120400,Jauja,12,Junín,04,Jauja,00,NA,88854,88751,88405,88002,87522
120401,Jauja,12,Junín,04,Jauja,01,Jauja,19415,19710,19948,20164,20347
120402,Acolla,12,Junín,04,Jauja,02,Acolla,6425,6267,6093,5917,5737
120403,Apata,12,Junín,04,Jauja,03,Apata,4651,4625,4586,4542,4491
120404,Ataura,12,Junín,04,Jauja,04,Ataura,1366,1376,1382,1390,1398
120405,Canchayllo,12,Junín,04,Jauja,05,Canchayllo,1708,1703,1692,1680,1665
120406,Curicaca,12,Junín,04,Jauja,06,Curicaca,1501,1479,1454,1427,1399
120407,El Mantaro,12,Junín,04,Jauja,07,El Mantaro,2727,2739,2743,2750,2758
120408,Huamali,12,Junín,04,Jauja,08,Huamali,1707,1685,1659,1630,1601
120409,Huaripampa,12,Junín,04,Jauja,09,Huaripampa,1085,1089,1090,1096,1105
120410,Huertas,12,Junín,04,Jauja,10,Huertas,2172,2205,2231,2255,2275
120411,Janjaillo,12,Junín,04,Jauja,11,Janjaillo,587,572,557,542,529
120412,Julcán,12,Junín,04,Jauja,12,Julcán,774,768,758,750,739
120413,Leonor Ordóñez,12,Junín,04,Jauja,13,Leonor Ordóñez,1625,1623,1616,1607,1597
120414,Llocllapampa,12,Junín,04,Jauja,14,Llocllapampa,1206,1194,1179,1163,1145
120415,Marco,12,Junín,04,Jauja,15,Marco,1531,1491,1447,1403,1359
120416,Masma,12,Junín,04,Jauja,16,Masma,1842,1810,1774,1736,1696
120417,Masma Chicche,12,Junín,04,Jauja,17,Masma Chicche,768,756,742,727,711
120418,Molinos,12,Junín,04,Jauja,18,Molinos,1647,1633,1614,1593,1571
120419,Monobamba,12,Junín,04,Jauja,19,Monobamba,1818,1869,1917,1964,2008
120420,Muqui,12,Junín,04,Jauja,20,Muqui,1059,1059,1057,1053,1047
120421,Muquiyauyo,12,Junín,04,Jauja,21,Muquiyauyo,2388,2387,2380,2370,2356
120422,Paca,12,Junín,04,Jauja,22,Paca,928,903,876,848,820
120423,Paccha,12,Junín,04,Jauja,23,Paccha,1504,1460,1413,1366,1319
120424,Pancan,12,Junín,04,Jauja,24,Pancan,1287,1278,1264,1250,1234
120425,Parco,12,Junín,04,Jauja,25,Parco,1203,1180,1152,1123,1095
120426,Pomacancha,12,Junín,04,Jauja,26,Pomacancha,1484,1434,1382,1331,1277
120427,Ricran,12,Junín,04,Jauja,27,Ricran,1326,1282,1236,1191,1145
120428,San Lorenzo,12,Junín,04,Jauja,28,San Lorenzo,2719,2768,2808,2846,2881
120429,San Pedro de Chunan,12,Junín,04,Jauja,29,San Pedro de Chunan,717,697,675,654,632
120430,Sausa,12,Junín,04,Jauja,30,Sausa,3273,3321,3361,3396,3428
120431,Sincos,12,Junín,04,Jauja,31,Sincos,4264,4247,4217,4183,4143
120432,Tunán Marca,12,Junín,04,Jauja,32,Tunán Marca,1056,1029,998,968,939
120433,Yauli,12,Junín,04,Jauja,33,Yauli,1134,1095,1055,1015,976
120434,Yauyos,12,Junín,04,Jauja,34,Yauyos,9957,10017,10049,10072,10099
120500,Junín,12,Junín,05,Junín,00,NA,23797,23304,22757,22208,21651
120501,Junín,12,Junín,05,Junín,01,Junín,11419,11346,11238,11033,10817
120502,Carhuamayo,12,Junín,05,Junín,02,Carhuamayo,6827,6699,6554,6357,6157
120503,Ondores,12,Junín,05,Junín,03,Ondores,1232,1153,1075,1047,1021
120504,Ulcumayo,12,Junín,05,Junín,04,Ulcumayo,4319,4106,3890,3771,3656
120600,Satipo,12,Junín,06,Satipo,00,NA,230946,235317,239105,242015,244445
120601,Satipo,12,Junín,06,Satipo,01,Satipo,41659,42214,42647,43048,43401
120602,Coviriali,12,Junín,06,Satipo,02,Coviriali,6359,6476,6573,6650,6711
120603,Llaylla,12,Junín,06,Satipo,03,Llaylla,7117,7340,7548,7711,7849
120604,Mazamari,12,Junín,06,Satipo,04,Mazamari,41128,42212,43191,43977,44652
120605,Pampa Hermosa,12,Junín,06,Satipo,05,Pampa Hermosa,4003,3825,3654,3490,3335
120606,Pangoa,12,Junín,06,Satipo,06,Pangoa,62274,63895,65356,66529,67539
120607,Río Negro,12,Junín,06,Satipo,07,Río Negro,32977,33745,34427,34984,35464
120608,Río Tambo,12,Junín,06,Satipo,08,Río Tambo,30406,30204,29909,29549,29138
120609,Vizcatán del Ene,12,Junín,06,Satipo,09,Vizcatán del Ene,5023,5406,5800,6077,6356
120700,Tarma,12,Junín,07,Tarma,00,NA,94725,93407,91849,90255,88605
120701,Tarma,12,Junín,07,Tarma,01,Tarma,50765,50739,50544,50198,49795
120702,Acobamba,12,Junín,07,Tarma,02,Acobamba,9959,9683,9387,9075,8762
120703,Huaricolca,12,Junín,07,Tarma,03,Huaricolca,1966,1891,1813,1730,1648
120704,Huasahuasi,12,Junín,07,Tarma,04,Huasahuasi,10530,10157,9768,9366,8969
120705,La Unión,12,Junín,07,Tarma,05,La Unión,3689,3675,3650,3616,3579
120706,Palca,12,Junín,07,Tarma,06,Palca,5991,5953,5897,5834,5770
120707,Palcamayo,12,Junín,07,Tarma,07,Palcamayo,3513,3253,3006,2900,2794
120708,San Pedro de Cajas,12,Junín,07,Tarma,08,San Pedro de Cajas,3628,3473,3314,3187,3061
120709,Tapo,12,Junín,07,Tarma,09,Tapo,4684,4583,4470,4349,4227
120800,Yauli,12,Junín,08,Yauli,00,NA,41382,40763,40041,39306,38549
120801,La Oroya,12,Junín,08,Yauli,01,La Oroya,14400,14067,13700,13326,12949
120802,Chacapalpa,12,Junín,08,Yauli,02,Chacapalpa,701,683,665,648,629
120803,Huay-Huay,12,Junín,08,Yauli,03,Huay-Huay,2087,2134,2176,2212,2246
120804,Marcapomacocha,12,Junín,08,Yauli,04,Marcapomacocha,845,816,784,757,730
120805,Morococha,12,Junín,08,Yauli,05,Morococha,5276,5280,5270,5259,5244
120806,Paccha,12,Junín,08,Yauli,06,Paccha,1681,1665,1644,1623,1604
120807,Santa Bárbara de Carhuacayan,12,Junín,08,Yauli,07,Santa Bárbara de Carhuacayan,1111,1057,1003,952,903
120808,Santa Rosa de Sacco,12,Junín,08,Yauli,08,Santa Rosa de Sacco,9006,8824,8618,8415,8207
120809,Suitucancha,12,Junín,08,Yauli,09,Suitucancha,738,725,710,696,681
120810,Yauli,12,Junín,08,Yauli,10,Yauli,5537,5512,5471,5418,5356
120900,Chupaca,12,Junín,09,Chupaca,00,NA,56567,57161,57604,58012,58371
120901,Chupaca,12,Junín,09,Chupaca,01,Chupaca,21539,21574,21538,21479,21432
120902,Ahuac,12,Junín,09,Chupaca,02,Ahuac,6741,6754,6745,6709,6677
120903,Chongos Bajo,12,Junín,09,Chupaca,03,Chongos Bajo,4733,4761,4774,4805,4829
120904,Huachac,12,Junín,09,Chupaca,04,Huachac,3146,3093,3030,2986,2938
120905,Huamancaca Chico,12,Junín,09,Chupaca,05,Huamancaca Chico,9672,10259,10839,11380,11881
120906,San Juan de Iscos,12,Junín,09,Chupaca,06,San Juan de Iscos,2327,2325,2314,2316,2314
120907,San Juan de Jarpa,12,Junín,09,Chupaca,07,San Juan de Jarpa,2756,2680,2598,2528,2455
120908,Tres de Diciembre,12,Junín,09,Chupaca,08,Tres de Diciembre,2896,3007,3114,3223,3325
120909,Yanacancha,12,Junín,09,Chupaca,09,Yanacancha,2757,2708,2652,2586,2520
130000,La Libertad,13,La Libertad,00,NA,00,NA,1938501,1979901,2016771,2048492,2077345
130100,Trujillo,13,La Libertad,01,Trujillo,00,NA,1060030,1090514,1118724,1141386,1162870
130101,Trujillo,13,La Libertad,01,Trujillo,01,Trujillo,335811,340582,344374,347730,350915
130102,El Porvenir,13,La Libertad,01,Trujillo,02,El Porvenir,211809,220624,229115,235832,242202
130103,Florencia de Mora,13,La Libertad,01,Trujillo,03,Florencia de Mora,38506,38475,38334,38107,37879
130104,Huanchaco,13,La Libertad,01,Trujillo,04,Huanchaco,78375,82792,87192,90609,93851
130105,La Esperanza,13,La Libertad,01,Trujillo,05,La Esperanza,210654,217756,224427,229779,234854
130106,Laredo,13,La Libertad,01,Trujillo,06,Laredo,41158,42144,43024,43750,44440
130107,Moche,13,La Libertad,01,Trujillo,07,Moche,40336,41610,42798,43755,44663
130108,Poroto,13,La Libertad,01,Trujillo,08,Poroto,3866,3900,3924,3947,3969
130109,Salaverry,13,La Libertad,01,Trujillo,09,Salaverry,20983,21866,22717,23390,24028
130110,Simbal,13,La Libertad,01,Trujillo,10,Simbal,4437,4482,4515,4546,4575
130111,Víctor Larco Herrera,13,La Libertad,01,Trujillo,11,Víctor Larco Herrera,74095,76283,78304,79941,81494
130200,Ascope,13,La Libertad,02,Ascope,00,NA,121850,122831,123480,124308,124944
130201,Ascope,13,La Libertad,02,Ascope,01,Ascope,6858,6865,6855,6866,6868
130202,Chicama,13,La Libertad,02,Ascope,02,Chicama,15849,15979,16065,16135,16180
130203,Chocope,13,La Libertad,02,Ascope,03,Chocope,9828,9831,9807,9815,9808
130204,Magdalena de Cao,13,La Libertad,02,Ascope,04,Magdalena de Cao,2694,2685,2669,2664,2652
130205,Paiján,13,La Libertad,02,Ascope,05,Paiján,27827,28396,28894,29370,29804
130206,Rázuri,13,La Libertad,02,Ascope,06,Rázuri,9204,9322,9415,9500,9572
130207,Santiago de Cao,13,La Libertad,02,Ascope,07,Santiago de Cao,19871,19950,19973,20061,20118
130208,Casa Grande,13,La Libertad,02,Ascope,08,Casa Grande,29719,29803,29802,29897,29942
130300,Bolívar,13,La Libertad,03,Bolívar,00,NA,16025,16026,15982,15957,15913
130301,Bolívar,13,La Libertad,03,Bolívar,01,Bolívar,4969,5006,5031,5062,5083
130302,Bambamarca,13,La Libertad,03,Bolívar,02,Bambamarca,3205,3187,3159,3136,3109
130303,Condormarca,13,La Libertad,03,Bolívar,03,Condormarca,2148,2148,2143,2140,2135
130304,Longotea,13,La Libertad,03,Bolívar,04,Longotea,2336,2347,2350,2353,2357
130305,Uchumarca,13,La Libertad,03,Bolívar,05,Uchumarca,2460,2432,2396,2364,2330
130306,Ucuncha,13,La Libertad,03,Bolívar,06,Ucuncha,907,906,903,902,899
130400,Chepén,13,La Libertad,04,Chepén,00,NA,84346,85490,86411,87365,88152
130401,Chepén,13,La Libertad,04,Chepén,01,Chepén,48238,48644,48917,49231,49489
130402,Pacanga,13,La Libertad,04,Chepén,02,Pacanga,23447,24114,24727,25318,25806
130403,Pueblo Nuevo,13,La Libertad,04,Chepén,03,Pueblo Nuevo,12661,12732,12767,12816,12857
130500,Julcán,13,La Libertad,05,Julcán,00,NA,31179,31125,30987,30951,30888
130501,Julcán,13,La Libertad,05,Julcán,01,Julcán,12758,12776,12762,12788,12804
130502,Calamarca,13,La Libertad,05,Julcán,02,Calamarca,5251,5167,5070,4990,4906
130503,Carabamba,13,La Libertad,05,Julcán,03,Carabamba,6923,6930,6916,6926,6929
130504,Huaso,13,La Libertad,05,Julcán,04,Huaso,6247,6252,6239,6247,6249
130600,Otuzco,13,La Libertad,06,Otuzco,00,NA,85365,85345,85091,85076,84971
130601,Otuzco,13,La Libertad,06,Otuzco,01,Otuzco,26502,26702,26830,27030,27201
130602,Agallpampa,13,La Libertad,06,Otuzco,02,Agallpampa,10276,10354,10403,10482,10550
130604,Charat,13,La Libertad,06,Otuzco,04,Charat,2643,2612,2574,2545,2512
130605,Huaranchal,13,La Libertad,06,Otuzco,05,Huaranchal,4248,4190,4122,4065,4005
130606,La Cuesta,13,La Libertad,06,Otuzco,06,La Cuesta,667,666,662,661,658
130608,Mache,13,La Libertad,06,Otuzco,08,Mache,2910,2894,2869,2853,2835
130610,Paranday,13,La Libertad,06,Otuzco,10,Paranday,558,551,542,536,530
130611,Salpo,13,La Libertad,06,Otuzco,11,Salpo,6506,6534,6543,6571,6591
130613,Sinsicap,13,La Libertad,06,Otuzco,13,Sinsicap,7631,7597,7543,7509,7467
130614,Usquil,13,La Libertad,06,Otuzco,14,Usquil,23424,23245,23003,22824,22622
130700,Pacasmayo,13,La Libertad,07,Pacasmayo,00,NA,109376,111310,112970,114581,115939
130701,San Pedro de Lloc,13,La Libertad,07,Pacasmayo,01,San Pedro de Lloc,18747,19081,19368,19647,19882
130702,Guadalupe,13,La Libertad,07,Pacasmayo,02,Guadalupe,42788,43508,44119,44710,45202
130703,Jequetepeque,13,La Libertad,07,Pacasmayo,03,Jequetepeque,4384,4498,4604,4708,4803
130704,Pacasmayo,13,La Libertad,07,Pacasmayo,04,Pacasmayo,31002,31619,32161,32691,33150
130705,San José,13,La Libertad,07,Pacasmayo,05,San José,12455,12604,12718,12825,12902
130800,Pataz,13,La Libertad,08,Pataz,00,NA,83672,84496,85092,85782,86331
130801,Tayabamba,13,La Libertad,08,Pataz,01,Tayabamba,13839,13871,13862,13855,13848
130802,Buldibuyo,13,La Libertad,08,Pataz,02,Buldibuyo,4160,4201,4229,4264,4292
130803,Chillia,13,La Libertad,08,Pataz,03,Chillia,12872,12978,13046,13135,13206
130804,Huancaspata,13,La Libertad,08,Pataz,04,Huancaspata,6170,6166,6142,6130,6122
130805,Huaylillas,13,La Libertad,08,Pataz,05,Huaylillas,1212,1164,1116,1070,1034
130806,Huayo,13,La Libertad,08,Pataz,06,Huayo,3817,3795,3762,3736,3716
130807,Ongon,13,La Libertad,08,Pataz,07,Ongon,1407,1385,1360,1337,1320
130808,Parcoy,13,La Libertad,08,Pataz,08,Parcoy,20312,20753,21147,21560,21889
130809,Pataz,13,La Libertad,08,Pataz,09,Pataz,10158,10482,10782,11088,11333
130810,Pias,13,La Libertad,08,Pataz,10,Pias,1835,1872,1902,1936,1961
130811,Santiago de Challas,13,La Libertad,08,Pataz,11,Santiago de Challas,2362,2330,2290,2256,2228
130812,Taurija,13,La Libertad,08,Pataz,12,Taurija,3025,3033,3032,3031,3030
130813,Urpay,13,La Libertad,08,Pataz,13,Urpay,2503,2466,2422,2384,2352
130900,Sánchez Carrión,13,La Libertad,09,Sánchez Carrión,00,NA,162427,165747,168670,171430,173784
130901,Huamachuco,13,La Libertad,09,Sánchez Carrión,01,Huamachuco,74786,77443,79944,82085,84084
130902,Chugay,13,La Libertad,09,Sánchez Carrión,02,Chugay,18956,19177,19344,19553,19702
130903,Cochorco,13,La Libertad,09,Sánchez Carrión,03,Cochorco,9815,9948,10054,10179,10271
130904,Curgos,13,La Libertad,09,Sánchez Carrión,04,Curgos,8678,8748,8795,8865,8909
130905,Marcabal,13,La Libertad,09,Sánchez Carrión,05,Marcabal,11845,11627,11381,11164,10927
130906,Sanagoran,13,La Libertad,09,Sánchez Carrión,06,Sanagoran,14533,14728,14881,15064,15197
130907,Sarín,13,La Libertad,09,Sánchez Carrión,07,Sarín,9762,9847,9904,9986,10040
130908,Sartimbamba,13,La Libertad,09,Sánchez Carrión,08,Sartimbamba,14052,14229,14367,14534,14654
131000,Santiago de Chuco,13,La Libertad,10,Santiago de Chuco,00,NA,56043,56032,55868,55826,55725
131001,Santiago de Chuco,13,La Libertad,10,Santiago de Chuco,01,Santiago de Chuco,20223,20325,20368,20456,20520
131002,Angasmarca,13,La Libertad,10,Santiago de Chuco,02,Angasmarca,5127,5067,4995,4934,4870
131003,Cachicadán,13,La Libertad,10,Santiago de Chuco,03,Cachicadán,5899,5851,5789,5739,5685
131004,Mollebamba,13,La Libertad,10,Santiago de Chuco,04,Mollebamba,1857,1854,1846,1842,1835
131005,Mollepata,13,La Libertad,10,Santiago de Chuco,05,Mollepata,2480,2464,2441,2424,2405
131006,Quiruvilca,13,La Libertad,10,Santiago de Chuco,06,Quiruvilca,13713,13727,13703,13708,13698
131007,Santa Cruz de Chuca,13,La Libertad,10,Santiago de Chuco,07,Santa Cruz de Chuca,3067,3062,3049,3043,3033
131008,Sitabamba,13,La Libertad,10,Santiago de Chuco,08,Sitabamba,3677,3682,3677,3680,3679
131100,Gran Chimú,13,La Libertad,11,Gran Chimú,00,NA,28507,28438,28290,28240,28168
131101,Cascas,13,La Libertad,11,Gran Chimú,01,Cascas,14279,14331,14344,14358,14381
131102,Lucma,13,La Libertad,11,Gran Chimú,02,Lucma,4984,4932,4866,4839,4800
131103,Marmot,13,La Libertad,11,Gran Chimú,03,Marmot,2537,2555,2566,2573,2582
131104,Sayapullo,13,La Libertad,11,Gran Chimú,04,Sayapullo,6707,6620,6514,6470,6405
131200,Virú,13,La Libertad,12,Virú,00,NA,99681,102547,105206,107590,109660
131201,Virú,13,La Libertad,12,Virú,01,Virú,56433,57500,58418,59275,60018
131202,Chao,13,La Libertad,12,Virú,02,Chao,35857,37511,39125,40535,41760
131203,Guadalupito,13,La Libertad,12,Virú,03,Guadalupito,7391,7536,7663,7780,7882
140000,Lambayeque,14,Lambayeque,00,NA,00,NA,1270295,1292105,1310785,1325912,1338994
140100,Chiclayo,14,Lambayeque,01,Chiclayo,00,NA,840740,852801,862709,870437,876841
140101,Chiclayo,14,Lambayeque,01,Chiclayo,01,Chiclayo,282680,285907,288360,291138,293332
140102,Chongoyape,14,Lambayeque,01,Chiclayo,02,Chongoyape,19201,19441,19629,19821,19966
140103,Etén,14,Lambayeque,01,Chiclayo,03,Etén,12643,12896,13118,13345,13542
140104,Etén Puerto,14,Lambayeque,01,Chiclayo,04,Etén Puerto,2396,2422,2439,2459,2471
140105,José Leonardo Ortíz,14,Lambayeque,01,Chiclayo,05,José Leonardo Ortíz,164130,164974,165355,166266,167037
140106,La Victoria,14,Lambayeque,01,Chiclayo,06,La Victoria,95035,97223,99183,100033,100801
140107,Lagunas,14,Lambayeque,01,Chiclayo,07,Lagunas,10536,10696,10829,10964,11074
140108,Monsefú,14,Lambayeque,01,Chiclayo,08,Monsefú,34301,34856,35323,35797,36188
140109,Nueva Arica,14,Lambayeque,01,Chiclayo,09,Nueva Arica,2509,2526,2538,2552,2561
140110,Oyotún,14,Lambayeque,01,Chiclayo,10,Oyotún,8558,8470,8359,8311,8268
140111,Picsi,14,Lambayeque,01,Chiclayo,11,Picsi,13517,14127,14726,14893,15048
140112,Pimentel,14,Lambayeque,01,Chiclayo,12,Pimentel,48444,50505,52505,52997,53446
140113,Reque,14,Lambayeque,01,Chiclayo,13,Reque,16780,17304,17794,18063,18318
140114,Santa Rosa,14,Lambayeque,01,Chiclayo,14,Santa Rosa,13296,13592,13856,14126,14366
140115,Saña,14,Lambayeque,01,Chiclayo,15,Saña,12368,12450,12497,12581,12654
140116,Cayalti,14,Lambayeque,01,Chiclayo,16,Cayalti,15484,15446,15365,15279,15153
140117,Pátapo,14,Lambayeque,01,Chiclayo,17,Pátapo,24212,24648,25022,25401,25723
140118,Pomalca,14,Lambayeque,01,Chiclayo,18,Pomalca,26243,26664,27016,27375,27672
140119,Pucalá,14,Lambayeque,01,Chiclayo,19,Pucalá,9023,9035,9022,9046,9062
140120,Tumán,14,Lambayeque,01,Chiclayo,20,Tumán,29384,29619,29773,29990,30159
140200,Ferreñafe,14,Lambayeque,02,Ferreñafe,00,NA,104839,106175,107241,107944,108438
140201,Ferreñafe,14,Lambayeque,02,Ferreñafe,01,Ferreñafe,36691,37249,37715,38144,38489
140202,Cañaris,14,Lambayeque,02,Ferreñafe,02,Cañaris,12316,12300,12251,12187,12096
140203,Incahuasi,14,Lambayeque,02,Ferreñafe,03,Incahuasi,14897,15025,15112,15203,15266
140204,Manuel Antonio Mesones Muro,14,Lambayeque,02,Ferreñafe,04,Manuel Antonio Mesones Muro,4142,4167,4179,4198,4210
140205,Pítipo,14,Lambayeque,02,Ferreñafe,05,Pítipo,21560,21797,21977,22136,22242
140206,Pueblo Nuevo,14,Lambayeque,02,Ferreñafe,06,Pueblo Nuevo,15233,15637,16007,16076,16135
140300,Lambayeque,14,Lambayeque,03,Lambayeque,00,NA,324716,333129,340835,347531,353715
140301,Lambayeque,14,Lambayeque,03,Lambayeque,01,Lambayeque,76651,78343,79845,81867,83717
140302,Chochope,14,Lambayeque,03,Lambayeque,02,Chochope,1505,1539,1571,1613,1650
140303,Íllimo,14,Lambayeque,03,Lambayeque,03,Íllimo,9374,9436,9472,9560,9623
140304,Jayanca,14,Lambayeque,03,Lambayeque,04,Jayanca,19068,19575,20042,20310,20559
140305,Mochumi,14,Lambayeque,03,Lambayeque,05,Mochumi,19388,19596,19750,20146,20524
140306,Mórrope,14,Lambayeque,03,Lambayeque,06,Mórrope,52797,54514,56131,57002,57818
140307,Motupe,14,Lambayeque,03,Lambayeque,07,Motupe,32001,33008,33952,34752,35523
140308,Olmos,14,Lambayeque,03,Lambayeque,08,Olmos,51892,53834,55691,56552,57359
140309,Pacora,14,Lambayeque,03,Lambayeque,09,Pacora,8434,8641,8829,9070,9292
140310,Salas,14,Lambayeque,03,Lambayeque,10,Salas,13428,13522,13577,13708,13801
140311,San José,14,Lambayeque,03,Lambayeque,11,San José,16631,17206,17754,18284,18801
140312,Túcume,14,Lambayeque,03,Lambayeque,12,Túcume,23547,23915,24221,24667,25048
150000,Lima,15,Lima,00,NA,00,NA,10180641,10416139,10628470,10814450,10986006
150100,Lima Metropolitana,15,Lima,01,Lima Metropolitana,00,NA,9256429,9476975,9674755,9846795,10004141
150101,Lima,15,Lima,01,Lima Metropolitana,01,Lima,271324,269769,267379,267199,266887
150102,Ancón,15,Lima,01,Lima Metropolitana,02,Ancón,70294,76357,82677,87091,91478
150103,Ate,15,Lima,01,Lima Metropolitana,03,Ate,633470,652900,670818,687615,702815
150104,Barranco,15,Lima,01,Lima Metropolitana,04,Barranco,35467,35745,35915,36200,36467
150105,Breña,15,Lima,01,Lima Metropolitana,05,Breña,90920,92153,93111,94209,95187
150106,Carabayllo,15,Lima,01,Lima Metropolitana,06,Carabayllo,361168,380890,400414,412234,423894
150107,Chaclacayo,15,Lima,01,Lima Metropolitana,07,Chaclacayo,43503,43897,44157,44634,45091
150108,Chorrillos,15,Lima,01,Lima Metropolitana,08,Chorrillos,342762,349855,355978,361907,367099
150109,Cieneguilla,15,Lima,01,Lima Metropolitana,09,Cieneguilla,36509,37815,39055,39633,40193
150110,Comas,15,Lima,01,Lima Metropolitana,10,Comas,557093,566314,573884,581036,586914
150111,El Agustino,15,Lima,01,Lima Metropolitana,11,El Agustino,213968,218277,221974,225749,229426
150112,Independencia,15,Lima,01,Lima Metropolitana,12,Independencia,219569,221551,222850,225536,228121
150113,Jesús María,15,Lima,01,Lima Metropolitana,13,Jesús María,78791,80377,81743,82842,83904
150114,La Molina,15,Lima,01,Lima Metropolitana,14,La Molina,154950,157820,160244,162761,165020
150115,La Victoria,15,Lima,01,Lima Metropolitana,15,La Victoria,188588,188900,188619,189152,189594
150116,Lince,15,Lima,01,Lima Metropolitana,16,Lince,58668,59213,59578,60647,61689
150117,Los Olivos,15,Lima,01,Lima Metropolitana,17,Los Olivos,345159,349100,351983,355528,358910
150118,Lurigancho,15,Lima,01,Lima Metropolitana,18,Lurigancho,260050,271822,283231,293377,302599
150119,Lurín,15,Lima,01,Lima Metropolitana,19,Lurín,99924,104770,109506,111789,114024
150120,Magdalena del Mar,15,Lima,01,Lima Metropolitana,20,Magdalena del Mar,62406,63856,65139,66464,67761
150121,Pueblo Libre,15,Lima,01,Lima Metropolitana,21,Pueblo Libre,90244,92250,94010,95809,97568
150122,Miraflores,15,Lima,01,Lima Metropolitana,22,Miraflores,104334,106735,108855,111202,113503
150123,Pachacamac,15,Lima,01,Lima Metropolitana,23,Pachacamac,126129,134104,142133,147228,152268
150124,Pucusana,15,Lima,01,Lima Metropolitana,24,Pucusana,15421,16032,16615,17142,17620
150125,Puente Piedra,15,Lima,01,Lima Metropolitana,25,Puente Piedra,362799,379550,395819,404081,412174
150126,Punta Hermosa,15,Lima,01,Lima Metropolitana,26,Punta Hermosa,17876,19966,22230,22855,23470
150127,Punta Negra,15,Lima,01,Lima Metropolitana,27,Punta Negra,7652,7955,8243,8531,8808
150128,Rímac,15,Lima,01,Lima Metropolitana,28,Rímac,178962,179892,180260,181613,182882
150129,San Bartolo,15,Lima,01,Lima Metropolitana,29,San Bartolo,8147,8442,8722,9003,9273
150130,San Borja,15,Lima,01,Lima Metropolitana,30,San Borja,122913,125183,127102,129095,130882
150131,San Isidro,15,Lima,01,Lima Metropolitana,31,San Isidro,65861,66878,67703,68604,69409
150132,San Juan de Lurigancho,15,Lima,01,Lima Metropolitana,32,San Juan de Lurigancho,1123889,1152258,1177629,1203125,1225092
150133,San Juan de Miraflores,15,Lima,01,Lima Metropolitana,33,San Juan de Miraflores,402989,408538,412865,417800,422197
150134,San Luis,15,Lima,01,Lima Metropolitana,34,San Luis,55410,55688,55793,56068,56302
150135,San Martín de Porres,15,Lima,01,Lima Metropolitana,35,San Martín de Porres,712545,729268,744050,758216,770725
150136,San Miguel,15,Lima,01,Lima Metropolitana,36,San Miguel,164836,169282,173309,177164,180647
150137,Santa Anita,15,Lima,01,Lima Metropolitana,37,Santa Anita,214625,218514,221776,224893,227530
150138,Santa María del Mar,15,Lima,01,Lima Metropolitana,38,Santa María del Mar,1067,1106,1142,1180,1216
150139,Santa Rosa,15,Lima,01,Lima Metropolitana,39,Santa Rosa,31021,34361,37940,40030,42107
150140,Santiago de Surco,15,Lima,01,Lima Metropolitana,40,Santiago de Surco,385178,397082,408086,414142,420016
150141,Surquillo,15,Lima,01,Lima Metropolitana,41,Surquillo,98159,99397,100339,101448,102434
150142,Villa El Salvador,15,Lima,01,Lima Metropolitana,42,Villa El Salvador,415391,420278,423887,428276,432170
150143,Villa María del Triunfo,15,Lima,01,Lima Metropolitana,43,Villa María del Triunfo,426398,432835,437992,443687,448775
150200,Barranca,15,Lima,02,Barranca,00,NA,146745,148962,151095,153054,155025
150201,Barranca,15,Lima,02,Barranca,01,Barranca,69686,70971,72221,73423,74630
150202,Paramonga,15,Lima,02,Barranca,02,Paramonga,22056,22007,21938,21783,21633
150203,Pativilca,15,Lima,02,Barranca,03,Pativilca,17638,17797,17941,18055,18171
150204,Supe,15,Lima,02,Barranca,04,Supe,24382,24930,25470,26090,26709
150205,Supe Puerto,15,Lima,02,Barranca,05,Supe Puerto,12983,13257,13525,13703,13882
150300,Cajatambo,15,Lima,03,Cajatambo,00,NA,6552,6444,6332,6239,6152
150301,Cajatambo,15,Lima,03,Cajatambo,01,Cajatambo,2050,2004,1956,1927,1899
150302,Copa,15,Lima,03,Cajatambo,02,Copa,860,854,847,837,827
150303,Gorgor,15,Lima,03,Cajatambo,03,Gorgor,1687,1650,1612,1585,1559
150304,Huancapón,15,Lima,03,Cajatambo,04,Huancapón,975,960,945,927,911
150305,Manas,15,Lima,03,Cajatambo,05,Manas,980,976,972,963,956
150400,Canta,15,Lima,04,Canta,00,NA,11762,11682,11593,11520,11449
150401,Canta,15,Lima,04,Canta,01,Canta,2333,2291,2247,2234,2222
150402,Arahuay,15,Lima,04,Canta,02,Arahuay,601,596,591,583,574
150403,Huamantanga,15,Lima,04,Canta,03,Huamantanga,688,661,637,629,621
150404,Huaros,15,Lima,04,Canta,04,Huaros,778,770,761,755,749
150405,Lachaqui,15,Lima,04,Canta,05,Lachaqui,890,886,880,871,862
150406,San Buenaventura,15,Lima,04,Canta,06,San Buenaventura,576,585,595,600,604
150407,Santa Rosa de Quives,15,Lima,04,Canta,07,Santa Rosa de Quives,5896,5893,5882,5848,5817
150500,Cañete,15,Lima,05,Cañete,00,NA,239410,244950,250420,255669,261008
